Character_ID,Character_Icon,Character_Prefab,Character_SkeletonData,Character_Projectile,Character_Name,Character_Class,Character_Team,Character_Skill,Character_Position,Character_Atk_type,Character_Def_type,Character_Order_atk,Character_Recovery,Character_Hp,Character_Atk,Character_Cri,Character_Cri_Damage,Character_Speed_Atk,Character_Speed_Move,Character_Range_Atk,Character_Range_Move,Character_Property_Atk,Character_Property_Def,Character_Parts_Item
10020,Common/Portrait/Character_10020.png,Character_10020/Character_10020.prefab,Character_10020/Character_10020_SkeletonData.asset,Character_10020/Character_10020_Projectile.prefab,순찰대장,1,6,10020,2,0,2,1,30,2000,112.5,0.2125,1.325,0.966666667,1.5,7,5,0,0,61020
10021,Common/Portrait/Character_10021.png,Character_10021/Character_10021.prefab,Character_10021/Character_10021_SkeletonData.asset,,암살자,1,6,10021,2,1,1,1,30,2250,105,0.225,1.28,0.983333333,1.5,1,5,0,0,61021
10022,Common/Portrait/Character_10022.png,Character_10022/Character_10022.prefab,Character_10022/Character_10022_SkeletonData.asset,Character_10022/Character_10022_Projectile.prefab,맨드레이크,1,6,10022,2,0,2,1,30,2600,103.5,0.19,1.275,0.966666667,0,7,10,0,0,61022
10023,Common/Portrait/Character_10023.png,Character_10023/Character_10023.prefab,Character_10023/Character_10023_SkeletonData.asset,,슬라임 킹,1,7,10023,2,1,1,1,30,3380,101.2,0.16,1.235,0.975,1,1,5,0,0,61023
10024,Common/Portrait/Character_10024.png,Character_10024/Character_10024.prefab,Character_10024/Character_10024_SkeletonData.asset,Character_10024/Character_10024_Projectile.prefab,슬라임,1,7,10024,2,0,2,1,30,4000,100.5,0.16,1.205,0.958333333,1,5,5,0,0,61024
10025,Common/Portrait/Character_10025.png,Character_10025/Character_10025.prefab,Character_10025/Character_10025_SkeletonData.asset,,돌골렘,1,7,10025,2,1,1,1,30,3380,101.2,0.16,1.235,0.975,1,1,5,0,0,61025
10026,Common/Portrait/Character_10026.png,Character_10026/Character_10026.prefab,Character_10026/Character_10026_SkeletonData.asset,,미믹,1,7,10026,2,1,1,1,30,2775,100.5,0.1875,1.24,0.983333333,1,1,5,0,0,61026
10027,Common/Portrait/Character_10027.png,Character_10027/Character_10027.prefab,Character_10027/Character_10027_SkeletonData.asset,,송곳니,1,8,10027,2,1,1,1,30,2500,110,0.2,1.3025,0.975,1.5,1,5,0,0,61027
10028,Common/Portrait/Character_10028.png,Character_10028/Character_10028.prefab,Character_10028/Character_10028_SkeletonData.asset,,늑대인간,1,8,10028,2,1,1,1,30,2700,108,0.19,1.325,0.975,1.2,1,5,0,0,61028
10029,Common/Portrait/Character_10029.png,Character_10029/Character_10029.prefab,Character_10029/Character_10029_SkeletonData.asset,,놀 전사,1,8,10029,2,1,1,1,30,2700,108,0.19,1.325,0.975,1,1,5,0,0,61029
10030,Common/Portrait/Character_10030.png,Character_10030/Character_10030.prefab,Character_10030/Character_10030_SkeletonData.asset,Character_10030/Character_10030_Projectile.prefab,놀 궁수,1,8,10030,2,0,2,1,30,2150,110.25,0.20125,1.35,0.966666667,1,7,6,0,0,61030
10031,Common/Portrait/Character_10031.png,Character_10031/Character_10031.prefab,Character_10031/Character_10031_SkeletonData.asset,Character_10031/Character_10031_Projectile.prefab,사이클롭스,1,9,10031,2,0,2,1,30,3000,107.5,0.175,1.235,0.958333333,1,7,6,0,0,61031
10032,Common/Portrait/Character_10032.png,Character_10032/Character_10032.prefab,Character_10032/Character_10032_SkeletonData.asset,,오우거,1,9,10032,2,1,1,1,30,3425,107.5,0.16125,1.2225,0.95,1,1.2,5,0,0,61032
10033,Common/Portrait/Character_10033.png,Character_10033/Character_10033.prefab,Character_10033/Character_10033_SkeletonData.asset,Character_10033/Character_10033_Projectile.prefab,하피 퀸,1,10,10033,2,1,1,1,30,2000,112.5,0.2125,1.325,0.966666667,1.5,7,5,0,0,61033
10034,Common/Portrait/Character_10034.png,Character_10034/Character_10034.prefab,Character_10034/Character_10034_SkeletonData.asset,Character_10034/Character_10034_Projectile.prefab,하피,1,10,10034,2,0,2,1,30,3000,107.5,0.175,1.235,0.958333333,1.5,5,6,0,0,61034
10035,Common/Portrait/Character_10035.png,Character_10035/Character_10035.prefab,Character_10035/Character_10035_SkeletonData.asset,,까마귀,1,10,10035,2,1,1,1,0,2250,105,0.225,1.28,0.983333333,1.5,1,5,0,0,61035
20001,Common/Portrait/Monster_20001.png,Monster_20001/Monster_20001.prefab,Monster_20001/Monster_20001_SkeletonData.asset,,소작농,3,1,20001,2,1,1,1,0,375,18,0.09,1.225,0.875,1,1,15,0,0,
20002,Common/Portrait/Monster_20002.png,Monster_20002/Monster_20002.prefab,Monster_20002/Monster_20002_SkeletonData.asset,,잡부,3,1,20002,2,1,1,1,0,409.375,22.5,0.07875,1.175,0.85,1,1.2,15,0,0,
20003,Common/Portrait/Monster_20003.png,Monster_20003/Monster_20003.prefab,Monster_20003/Monster_20003_SkeletonData.asset,,농사꾼,3,1,20003,2,1,1,1,0,340.625,13.5,0.1125,1.2,0.883333333,1,1,15,0,0,
20004,Common/Portrait/Monster_20004.png,Monster_20004/Monster_20004.prefab,Monster_20004/Monster_20004_SkeletonData.asset,,시프,3,1,20004,2,1,1,1,0,318.75,15,0.125,1.18,0.883333333,1.5,1,15,0,1,
20005,Common/Portrait/Monster_20005.png,Monster_20005/Monster_20005.prefab,Monster_20005/Monster_20005_SkeletonData.asset,Monster_20005/Monster_20005_Projectile.prefab,아처,3,1,20005,2,0,1,1,0,287.5,22.5,0.1125,1.225,0.866666667,1,4,15,0,1,
20006,Common/Portrait/Monster_20006.png,Monster_20006/Monster_20006.prefab,Monster_20006/Monster_20006_SkeletonData.asset,Monster_20006/Monster_20006_Projectile.prefab,메이지,3,1,20006,2,0,1,1,0,537.5,10.5,0.06,1.105,0.858333333,1,3,15,0,1,
20007,Common/Portrait/Monster_20007.png,Monster_20007/Monster_20007.prefab,Monster_20007/Monster_20007_SkeletonData.asset,,기사,3,1,20007,2,1,1,1,0,465.625,17.5,0.06125,1.1225,0.85,1,1.2,15,0,1,
20008,Common/Portrait/Monster_20008.png,Monster_20008/Monster_20008.prefab,Monster_20008/Monster_20008_SkeletonData.asset,Monster_20008/Monster_20008_Projectile.prefab,기사단 궁수,3,1,20008,2,0,1,1,0,306.25,20.25,0.10125,1.25,0.866666667,1,4,15,0,1,
20009,Common/Portrait/Monster_20009.png,Monster_20009/Monster_20009.prefab,Monster_20009/Monster_20009_SkeletonData.asset,Monster_20009/Monster_20009_Projectile.prefab,기사단 사제,3,1,20009,2,0,1,1,0,443.75,15.75,0.0675,1.15,0.858333333,1,3,15,0,1,
20010,Common/Portrait/Monster_20010.png,Monster_20010/Monster_20010.prefab,Monster_20010/Monster_20010_SkeletonData.asset,Monster_20010/Monster_20010_Projectile.prefab,기사단 마법사,3,1,20010,2,0,1,1,0,412.5,17.5,0.075,1.135,0.858333333,1,3,15,0,0,
20011,Common/Portrait/Monster_20011.png,Monster_20011/Monster_20011.prefab,Monster_20011/Monster_20011_SkeletonData.asset,,성기사,3,1,20011,2,1,1,1,0,460,11.2,0.06,1.135,0.875,1,1,15,0,0,
20012,Common/Portrait/Monster_20012.png,Monster_20012/Monster_20012.prefab,Monster_20012/Monster_20012_SkeletonData.asset,Monster_20012/Monster_20012_Projectile.prefab,사제,3,1,20012,2,0,1,1,0,537.5,10.5,0.06,1.105,0.858333333,1,3,15,0,0,
20013,Common/Portrait/Monster_20013.png,Monster_20013/Monster_20013.prefab,Monster_20013/Monster_20013_SkeletonData.asset,,드워프 전사,3,1,20013,2,1,1,1,0,400,16,0.09,1.18,0.875,1,1,15,0,2,
20014,Common/Portrait/Monster_20014.png,Monster_20014/Monster_20014.prefab,Monster_20014/Monster_20014_SkeletonData.asset,Monster_20014/Monster_20014_Projectile.prefab,드워프 저격수,3,1,20014,2,0,1,1,0,287.5,22.5,0.1125,1.225,0.866666667,1,4,15,0,2,
20015,Common/Portrait/Monster_20015.png,Monster_20015/Monster_20015.prefab,Monster_20015/Monster_20015_SkeletonData.asset,Monster_20015/Monster_20015_Projectile.prefab,드워프 포병,3,1,20015,2,0,1,1,0,287.5,22.5,0.1125,1.225,0.866666667,1,4,15,0,2,
20016,Common/Portrait/Monster_20016.png,Monster_20016/Monster_20016.prefab,Monster_20016/Monster_20016_SkeletonData.asset,,장인,3,1,20016,2,1,1,1,0,415,8.4,0.075,1.12,0.883333333,1.3,1,15,0,3,
20017,Common/Portrait/Monster_20017.png,Monster_20017/Monster_20017.prefab,Monster_20017/Monster_20017_SkeletonData.asset,Monster_20017/Monster_20017_Projectile.prefab,발리스타,3,1,20017,2,0,1,1,0,362.5,13.5,0,1,0.866666667,1,4,15,0,3,
20018,Common/Portrait/Monster_20018.png,Monster_20018/Monster_20018.prefab,Monster_20018/Monster_20018_SkeletonData.asset,,벌룬,3,1,20018,2,1,1,1,0,406.25,9,0,1,0.883333333,1,1,15,0,3,
20019,Common/Portrait/Monster_20019.png,Monster_20019/Monster_20019.prefab,Monster_20019/Monster_20019_SkeletonData.asset,Monster_20019/Monster_20019_Projectile.prefab,엘프 궁수,3,1,20019,2,0,1,1,0,287.5,22.5,0.1125,1.225,0.866666667,1,4,15,0,3,
20020,Common/Portrait/Monster_20020.png,Monster_20020/Monster_20020.prefab,Monster_20020/Monster_20020_SkeletonData.asset,Monster_20020/Monster_20020_Projectile.prefab,엘프 마법사,3,1,20020,2,0,1,1,0,443.75,15.75,0.0675,1.15,0.858333333,1,3,15,0,3,
20021,Common/Portrait/Monster_20021.png,Monster_20021/Monster_20021.prefab,Monster_20021/Monster_20021_SkeletonData.asset,Monster_20021/Monster_20021_Projectile.prefab,페어리,3,1,20021,2,0,1,1,0,443.75,15.75,0.0675,1.15,0.858333333,1.2,3,15,0,3,
20022,Common/Portrait/Monster_20022.png,Monster_20022/Monster_20022.prefab,Monster_20022/Monster_20022_SkeletonData.asset,Monster_20022/Monster_20022_Projectile.prefab,엔트,3,1,20022,2,0,1,1,0,505,14,0.0525,1.105,0.85,1,1.2,15,0,3,
20023,Common/Portrait/Monster_20023.png,Monster_20023/Monster_20023.prefab,Monster_20023/Monster_20023_SkeletonData.asset,Monster_20023/Monster_20023_Projectile.prefab,올빼미,3,1,20023,2,0,1,1,0,375,18,0.09,1.225,0.875,2,1,15,0,3,
20024,Common/Portrait/Monster_20024.png,Monster_20024/Monster_20024.prefab,Monster_20024/Monster_20024_SkeletonData.asset,,곰,3,1,20024,2,1,1,1,0,465.625,17.5,0.06125,1.1225,0.85,1,1.2,15,0,4,
20025,Common/Portrait/Monster_20025.png,Monster_20025/Monster_20025.prefab,Monster_20025/Monster_20025_SkeletonData.asset,,표범,3,1,20025,2,1,1,1,0,400,16,0.09,1.18,0.875,1.2,1,15,0,4,
20026,Common/Portrait/Monster_20026.png,Monster_20026/Monster_20026.prefab,Monster_20026/Monster_20026_SkeletonData.asset,,그리폰,3,1,20026,2,1,1,1,0,465.625,17.5,0.06125,1.1225,0.85,2,1.2,15,0,4,
20027,Common/Portrait/Monster_20027.png,Monster_20027/Monster_20027.prefab,Monster_20027/Monster_20027_SkeletonData.asset,,땅의 하급 정령,3,1,20027,2,1,1,1,0,400,16,0.09,1.18,0.875,1,1,15,1,1,
20028,Common/Portrait/Monster_20028.png,Monster_20028/Monster_20028.prefab,Monster_20028/Monster_20028_SkeletonData.asset,Monster_20028/Monster_20028_Projectile.prefab,땅의 중급 정령,3,1,20028,2,0,1,1,0,475,14,0.0675,1.12,0.858333333,1,3,15,1,1,
20029,Common/Portrait/Monster_20029.png,Monster_20029/Monster_20029.prefab,Monster_20029/Monster_20029_SkeletonData.asset,Monster_20029/Monster_20029_Projectile.prefab,땅의 상급 정령,3,1,20029,2,0,1,1,0,506.25,12.25,0.0525,1.105,0.858333333,1,3,15,1,1,
20030,Common/Portrait/Monster_20030.png,Monster_20030/Monster_20030.prefab,Monster_20030/Monster_20030_SkeletonData.asset,,불의 하급 정령,3,1,20030,2,1,1,1,0,400,16,0.09,1.18,0.875,1,1,15,2,2,
20031,Common/Portrait/Monster_20031.png,Monster_20031/Monster_20031.prefab,Monster_20031/Monster_20031_SkeletonData.asset,Monster_20031/Monster_20031_Projectile.prefab,불의 중급 정령,3,1,20031,2,0,1,1,0,475,14,0.0675,1.12,0.858333333,1,3,15,2,2,
20032,Common/Portrait/Monster_20032.png,Monster_20032/Monster_20032.prefab,Monster_20032/Monster_20032_SkeletonData.asset,Monster_20032/Monster_20032_Projectile.prefab,불의 상급 정령,3,1,20032,2,0,1,1,0,506.25,12.25,0.0525,1.105,0.858333333,1,3,15,2,2,
20033,Common/Portrait/Monster_20033.png,Monster_20033/Monster_20033.prefab,Monster_20033/Monster_20033_SkeletonData.asset,,바람의 하급 정령,3,1,20033,2,1,1,1,0,400,16,0.09,1.18,0.875,1,1,15,3,3,
20034,Common/Portrait/Monster_20034.png,Monster_20034/Monster_20034.prefab,Monster_20034/Monster_20034_SkeletonData.asset,Monster_20034/Monster_20034_Projectile.prefab,바람의 중급 정령,3,1,20034,2,0,1,1,0,475,14,0.0675,1.12,0.858333333,1,3,15,3,3,
20035,Common/Portrait/Monster_20035.png,Monster_20035/Monster_20035.prefab,Monster_20035/Monster_20035_SkeletonData.asset,Monster_20035/Monster_20035_Projectile.prefab,바람의 상급 정령,3,1,20035,2,0,1,1,0,506.25,12.25,0.0525,1.105,0.858333333,1,3,15,3,3,
20036,Common/Portrait/Monster_20036.png,Monster_20036/Monster_20036.prefab,Monster_20036/Monster_20036_SkeletonData.asset,,물의 하급 정령,3,1,20036,2,1,1,1,0,400,16,0.09,1.18,0.875,1,1,15,4,4,
20037,Common/Portrait/Monster_20037.png,Monster_20037/Monster_20037.prefab,Monster_20037/Monster_20037_SkeletonData.asset,Monster_20037/Monster_20037_Projectile.prefab,물의 중급 정령,3,1,20037,2,0,1,1,0,475,14,0.0675,1.12,0.858333333,1,3,15,4,4,
20038,Common/Portrait/Monster_20038.png,Monster_20038/Monster_20038.prefab,Monster_20038/Monster_20038_SkeletonData.asset,Monster_20038/Monster_20038_Projectile.prefab,물의 상급 정령,3,1,20038,2,0,1,1,0,506.25,12.25,0.0525,1.105,0.858333333,1,3,15,4,4,
20039,Common/Portrait/Monster_20039.png,Monster_20039/Monster_20039.prefab,Monster_20039/Monster_20039_SkeletonData.asset,,천사병,3,1,20039,2,1,1,1,0,465.625,17.5,0.06125,1.1225,0.85,1,1.5,15,1,1,
20040,Common/Portrait/Monster_20040.png,Monster_20040/Monster_20040.prefab,Monster_20040/Monster_20040_SkeletonData.asset,Monster_20040/Monster_20040_Projectile.prefab,천사병,3,1,20040,2,0,1,1,0,343.75,15.75,0.07875,1.175,0.866666667,1,4,15,2,2,
20041,Common/Portrait/Monster_20041.png,Monster_20041/Monster_20041.prefab,Monster_20041/Monster_20041_SkeletonData.asset,,천사병,3,1,20041,2,0,1,1,0,506.25,12.25,0.0525,1.105,0.858333333,1,3,15,3,3,
20042,Common/Portrait/Monster_20042.png,Monster_20042/Monster_20042.prefab,Monster_20042/Monster_20042_SkeletonData.asset,Monster_20042/Monster_20042_Projectile.prefab,천사병,3,1,20042,2,0,1,1,0,506.25,12.25,0.0525,1.105,0.858333333,1,3,15,4,4,
20043,Common/Portrait/Monster_20043.png,Monster_20043/Monster_20043.prefab,Monster_20043/Monster_20043_SkeletonData.asset,Monster_20043/Monster_20043_Projectile.prefab,글레디에이터,3,1,20043,2,1,1,1,0,400,16,0.09,1.225,0.875,1,1,15,1,1,
20044,Common/Portrait/Monster_20044.png,Monster_20044/Monster_20044.prefab,Monster_20044/Monster_20044_SkeletonData.asset,Monster_20044/Monster_20044_Projectile.prefab,투사 궁병,3,1,20044,2,0,1,1,0,306.25,20.25,0.1125,1.225,0.866666667,1,7,15,1,1,
20045,Common/Portrait/Monster_20045.png,Monster_20045/Monster_20045.prefab,Monster_20045/Monster_20045_SkeletonData.asset,Monster_20045/Monster_20045_Projectile.prefab,제사장,3,1,20045,2,0,1,1,0,537.5,10.5,0.06,1.105,0.858333333,1,5,15,1,1,
20046,Common/Portrait/Monster_20046.png,Monster_20046/Monster_20046.prefab,Monster_20046/Monster_20046_SkeletonData.asset,Monster_20046/Monster_20046_Projectile.prefab,가디언,3,1,20046,2,1,1,1,0,505,14,0.0525,1.105,0.85,1,1.2,15,2,2,
20047,Common/Portrait/Monster_20047.png,Monster_20047/Monster_20047.prefab,Monster_20047/Monster_20047_SkeletonData.asset,Monster_20047/Monster_20047_Projectile.prefab,버서커,3,1,20047,2,1,1,1,0,350,20,0.1,1.2025,0.875,1,1,15,2,2,
20048,Common/Portrait/Monster_20048.png,Monster_20048/Monster_20048.prefab,Monster_20048/Monster_20048_SkeletonData.asset,Monster_20048/Monster_20048_Projectile.prefab,장궁병,3,1,20048,2,0,1,1,0,306.25,20.25,0.10125,1.25,0.866666667,1,7,15,2,2,
20049,Common/Portrait/Monster_20049.png,Monster_20049/Monster_20049.prefab,Monster_20049/Monster_20049_SkeletonData.asset,Monster_20049/Monster_20049_Projectile.prefab,사막전사,3,1,20049,2,1,1,1,0,505,14,0.0525,1.105,0.85,1,1.2,15,3,3,
20050,Common/Portrait/Monster_20050.png,Monster_20050/Monster_20050.prefab,Monster_20050/Monster_20050_SkeletonData.asset,Monster_20050/Monster_20050_Projectile.prefab,사막궁병,3,1,20050,2,0,1,1,0,287.5,22.5,0.1125,1.225,0.866666667,1,7,15,3,3,
20051,Common/Portrait/Monster_20051.png,Monster_20051/Monster_20051.prefab,Monster_20051/Monster_20051_SkeletonData.asset,Monster_20051/Monster_20051_Projectile.prefab,사막주술사,3,1,20051,2,0,1,1,0,537.5,10.5,0.06,1.105,0.858333333,1,5,15,3,3,
20052,Common/Portrait/Monster_20052.png,Monster_20052/Monster_20052.prefab,Monster_20052/Monster_20052_SkeletonData.asset,Monster_20052/Monster_20052_Projectile.prefab,제국군 정찰병,3,1,20052,2,0,1,1,0,306.25,20.25,0.10125,1.25,0.866666667,1,7,15,4,4,
20053,Common/Portrait/Monster_20053.png,Monster_20053/Monster_20053.prefab,Monster_20053/Monster_20053_SkeletonData.asset,Monster_20053/Monster_20053_Projectile.prefab,제국 검사,3,1,20053,2,1,1,1,0,318.75,15,0.125,1.18,0.883333333,1,1,15,4,4,
20054,Common/Portrait/Monster_20054.png,Monster_20054/Monster_20054.prefab,Monster_20054/Monster_20054_SkeletonData.asset,Monster_20054/Monster_20054_Projectile.prefab,제국 기사,3,1,20054,2,1,1,1,0,437.5,20,0.07875,1.14,0.85,1,1.2,15,4,4,
20055,Common/Portrait/Monster_20055.png,Monster_20055/Monster_20055.prefab,Monster_20055/Monster_20055_SkeletonData.asset,Monster_20055/Monster_20055_Projectile.prefab,감시자,3,1,20055,2,1,1,1,0,537.5,10.5,0.06,1.105,0.858333333,1,5,15,1,1,
30001,Common/Portrait/Monster_30001.png,Monster_30001/Monster_30001.prefab,Monster_30001/Monster_30001_SkeletonData.asset,,민병대장,3,1,30001,2,1,1,1,0,5400,270,0.14,1.225,0.975,1,1,4,0,0,
30002,Common/Portrait/Monster_30002.png,Monster_30002/Monster_30002.prefab,Monster_30002/Monster_30002_SkeletonData.asset,,용병대장,3,1,30002,2,0,1,1,0,5950,337.5,0.12875,1.175,0.95,1,1,4,0,0,
30003,Common/Portrait/Monster_30003.png,Monster_30003/Monster_30003.prefab,Monster_30003/Monster_30003_SkeletonData.asset,,기사단장,0,3,30003,2,0,1,1,0,6850,262.5,0.11125,1.1225,0.95,1,1.2,4,0,0,
30004,Common/Portrait/Monster_30004.png,Monster_30004/Monster_30004.prefab,Monster_30004/Monster_30004_SkeletonData.asset,,고위 성기사,3,1,30004,2,1,1,1,0,7480,210,0.1025,1.105,0.95,1,1.2,4,0,0,
30005,Common/Portrait/Monster_30005.png,Monster_30005/Monster_30005.prefab,Monster_30005/Monster_30005_SkeletonData.asset,,망치의 왕,3,1,30005,2,1,1,1,0,5800,240,0.14,1.18,0.975,1,1,4,0,0,
30006,Common/Portrait/Monster_30006.png,Monster_30006/Monster_30006.prefab,Monster_30006/Monster_30006_SkeletonData.asset,,충차,3,1,30006,2,1,1,1,0,4500,225,0.175,1.18,0.983333333,1,1,4,0,0,
30007,Common/Portrait/Monster_30007.png,Monster_30007/Monster_30007.prefab,Monster_30007/Monster_30007_SkeletonData.asset,Monster_30007/Monster_30007_Projectile.prefab,엘프 여왕,3,1,30007,2,0,1,1,0,6000,262.5,0.125,1.135,0.958333333,1,3.5,8,0,0,
30008,Common/Portrait/Monster_30008.png,Monster_30008/Monster_30008.prefab,Monster_30008/Monster_30008_SkeletonData.asset,Monster_30008/Monster_30008_Projectile.prefab,땅의 정령왕,3,1,30008,2,0,1,1,0,7000,210,0.1175,1.12,0.958333333,1,3.5,8,1,1,
30009,Common/Portrait/Monster_30009.png,Monster_30009/Monster_30009.prefab,Monster_30009/Monster_30009_SkeletonData.asset,Monster_30009/Monster_30009_Projectile.prefab,불의 정령왕,3,1,30009,2,0,1,1,0,7000,210,0.1175,1.12,0.958333333,1,3.5,8,2,2,
30010,Common/Portrait/Monster_30010.png,Monster_30010/Monster_30010.prefab,Monster_30010/Monster_30010_SkeletonData.asset,Monster_30010/Monster_30010_Projectile.prefab,바람의 정령왕,3,1,30010,2,0,1,1,0,7000,210,0.1175,1.12,0.958333333,1,3.5,8,3,3,
30011,Common/Portrait/Monster_30011.png,Monster_30011/Monster_30011.prefab,Monster_30011/Monster_30011_SkeletonData.asset,Monster_30011/Monster_30011_Projectile.prefab,물의 정령왕,3,1,30011,2,0,1,1,0,7000,210,0.1175,1.12,0.958333333,1,3.5,8,4,4,
30012,Common/Portrait/Monster_30009.png,Monster_30012/Monster_30012.prefab,Monster_30012/Monster_30012_SkeletonData.asset,Monster_30012/Monster_30012_Projectile.prefab,천사장,3,1,30012,2,0,1,1,0,4900,236.25,0.12875,1.175,0.966666667,1,4.5,8,0,0,
