Wave_Grp_ID,Wave_Grp_Index,Wave_Grp_Delay,Wave_Grp_Pattern,Wave_Grp_Mob_Delay_1,Wave_Grp_Spawn_1,Wave_Grp_Mob_ID_1,Wave_Grp_Mob_Lv_1,Wave_Grp_Mob_Value_1,Wave_Grp_Mob_Delay_2,Wave_Grp_Spawn_2,Wave_Grp_Mob_ID_2,Wave_Grp_Mob_Lv_2,Wave_Grp_Mob_Value_2,Wave_Grp_Mob_Delay_3,Wave_Grp_Spawn_3,Wave_Grp_Mob_ID_3,Wave_Grp_Mob_Lv_3,Wave_Grp_Mob_Value_3,Wave_Grp_Mob_Delay_4,Wave_Grp_Spawn_4,Wave_Grp_Mob_ID_4,Wave_Grp_Mob_Lv_4,Wave_Grp_Mob_Value_4,Wave_Grp_Mob_Delay_5,Wave_Grp_Spawn_5,Wave_Grp_Mob_ID_5,Wave_Grp_Mob_Lv_5,Wave_Grp_Mob_Value_5
8,7,15,0,4.9,11,20005,3,2,,,,,,,,,,,,,,,,,,,,
8,8,15,0,4.2,12,20006,3,2,,,,,,,,,,,,,,,,,,,,
9,1,1,0,4,2,20001,3,2,,,,,,,,,,,,,,,,,,,,
9,2,1,0,3.8,1,20004,3,2,,,,,,,,,,,,,,,,,,,,
9,3,1,0,4.2,3,20055,3,2,,,,,,,,,,,,,,,,,,,,
9,4,12,0,5,1,20003,3,2,,,,,,,,,,,,,,,,,,,,
9,5,12,0,4.8,3,20005,3,2,,,,,,,,,,,,,,,,,,,,
9,6,12,0,5.1,10,20006,3,2,,,,,,,,,,,,,,,,,,,,
9,7,12,0,4.9,11,20002,3,2,,,,,,,,,,,,,,,,,,,,
9,8,12,0,4.2,12,20055,3,2,,,,,,,,,,,,,,,,,,,,
9,9,16,0,4,2,20001,3,2,,,,,,,,,,,,,,,,,,,,
9,10,16,0,3.8,1,20004,3,2,,,,,,,,,,,,,,,,,,,,
9,11,16,0,4.2,3,20003,3,2,,,,,,,,,,,,,,,,,,,,
10,1,1,0,4,2,20004,3,2,,,,,,,,,,,,,,,,,,,,
10,2,1,0,3.8,1,20055,3,2,,,,,,,,,,,,,,,,,,,,
10,3,1,0,4.2,3,20001,3,2,,,,,,,,,,,,,,,,,,,,
10,4,12,0,5,7,20003,3,2,,,,,,,,,,,,,,,,,,,,
10,5,12,0,4.8,8,20002,3,2,,,,,,,,,,,,,,,,,,,,
10,6,12,0,5.1,10,20004,3,2,,,,,,,,,,,,,,,,,,,,
10,7,12,0,4.9,11,20055,3,2,,,,,,,,,,,,,,,,,,,,
10,8,12,0,4.2,12,20005,3,2,,,,,,,,,,,,,,,,,,,,
10,9,16,0,4,2,20006,3,2,,,,,,,,,,,,,,,,,,,,
10,10,16,0,3.8,1,20004,3,2,,,,,,,,,,,,,,,,,,,,
10,11,16,0,4.2,3,20055,3,2,,,,,,,,,,,,,,,,,,,,
10,12,25,0,1,2,20055,3,1,,,,,,,,,,,,,,,,,,,,
10,13,25,0,1,2,20005,3,1,,,,,,,,,,,,,,,,,,,,
10,14,25,0,1,2,20006,3,1,,,,,,,,,,,,,,,,,,,,
10,15,35,0,1,2,30003,3,1,,,,,,,,,,,,,,,,,,,,
11,1,1,0,14,1,20007,3,2,10,4,20008,3,2,,,,,,,,,,,,,,,
11,2,1,0,4,2,20007,3,2,15,7,20007,3,2,,,,,,,,,,,,,,,
11,3,1,0,7,3,20007,3,2,20,2,20009,3,1,,,,,,,,,,,,,,,
11,4,1,0,10,4,20007,3,2,25,1,20010,3,2,,,,,,,,,,,,,,,
11,5,1,0,21,5,20007,3,2,30,3,20009,3,1,,,,,,,,,,,,,,,
11,6,1,0,23,7,20007,3,2,,,,,,,,,,,,,,,,,,,,
11,7,1,0,25,8,20007,3,2,,,,,,,,,,,,,,,,,,,,
11,8,1,0,9,1,20007,3,2,,,,,,,,,,,,,,,,,,,,
11,9,1,0,19,2,20007,3,2,,,,,,,,,,,,,,,,,,,,
11,10,1,0,11,3,20007,3,2,,,,,,,,,,,,,,,,,,,,
11,11,1,0,15,4,20007,3,2,,,,,,,,,,,,,,,,,,,,
11,12,1,0,13,5,20007,3,1,,,,,,,,,,,,,,,,,,,,
11,13,1,0,27,7,20007,3,2,,,,,,,,,,,,,,,,,,,,
11,14,1,0,17,8,20007,3,1,,,,,,,,,,,,,,,,,,,,
12,1,1,0,9,1,20007,3,2,16,7,20008,3,1,,,,,,,,,,,,,,,
12,2,1,0,3,2,20007,3,2,14,4,20009,3,1,,,,,,,,,,,,,,,
12,3,1,0,14,3,20007,3,2,18,6,20007,3,1,,,,,,,,,,,,,,,
12,4,1,0,10,4,20007,3,2,24,9,20007,3,1,,,,,,,,,,,,,,,
12,5,1,0,4,5,20007,3,2,10,10,20010,3,1,,,,,,,,,,,,,,,
12,6,1,0,15,6,20007,3,2,19,3,20007,3,1,,,,,,,,,,,,,,,
12,7,1,0,20,7,20007,3,2,20,4,20008,3,1,,,,,,,,,,,,,,,
12,8,1,0,22,8,20007,3,2,30,6,20010,3,1,,,,,,,,,,,,,,,
12,9,1,0,5,9,20007,3,2,35,7,20009,3,1,,,,,,,,,,,,,,,
12,10,1,0,16,10,20007,3,2,40,11,20007,3,1,,,,,,,,,,,,,,,
12,11,1,0,25,11,20007,3,2,,,,,,,,,,,,,,,,,,,,
12,12,1,0,21,12,20007,3,2,,,,,,,,,,,,,,,,,,,,
13,1,1,0,3,2,20007,4,2,20,1,20008,4,1,,,,,,,,,,,,,,,
13,2,1,0,5,11,20007,4,2,30,10,20010,4,1,,,,,,,,,,,,,,,
13,3,1,0,7,1,20007,4,2,35,3,20009,4,1,,,,,,,,,,,,,,,
13,4,1,0,4,10,20007,4,2,10,12,20008,4,1,,,,,,,,,,,,,,,
13,5,1,0,6,3,20007,4,2,12,11,20009,4,1,,,,,,,,,,,,,,,
13,6,1,0,8,10,20007,4,2,,,,,,,,,,,,,,,,,,,,
13,7,1,0,10,1,20007,4,2,,,,,,,,,,,,,,,,,,,,
13,8,1,0,22,12,20007,4,2,,,,,,,,,,,,,,,,,,,,
13,9,1,0,26,3,20007,4,2,,,,,,,,,,,,,,,,,,,,
13,10,1,0,16,12,20007,4,2,,,,,,,,,,,,,,,,,,,,
13,11,1,0,24,1,20007,4,1,,,,,,,,,,,,,,,,,,,,
13,12,1,0,12,12,20007,4,2,,,,,,,,,,,,,,,,,,,,
13,13,1,0,16,10,20007,4,2,,,,,,,,,,,,,,,,,,,,
13,14,1,0,20,3,20007,4,1,,,,,,,,,,,,,,,,,,,,
13,15,1,0,14,11,20007,4,2,,,,,,,,,,,,,,,,,,,,
13,16,1,0,18,2,20007,4,1,,,,,,,,,,,,,,,,,,,,
14,1,1,0,9,1,20007,4,1,16,7,20008,4,1,,,,,,,,,,,,,,,
14,2,1,0,3,2,20007,4,1,14,4,20009,4,1,,,,,,,,,,,,,,,
14,3,1,0,14,3,20007,4,1,18,6,20007,4,1,,,,,,,,,,,,,,,
14,4,1,0,10,4,20007,4,1,24,9,20007,4,1,,,,,,,,,,,,,,,
14,5,1,0,4,5,20007,4,1,10,10,20010,4,1,,,,,,,,,,,,,,,
14,6,1,0,15,6,20007,4,1,19,3,20007,4,1,,,,,,,,,,,,,,,
14,7,1,0,20,7,20007,4,1,20,4,20008,4,1,,,,,,,,,,,,,,,
14,8,1,0,22,8,20007,4,1,30,6,20010,4,1,,,,,,,,,,,,,,,
14,9,1,0,5,9,20007,4,1,35,7,20009,4,1,,,,,,,,,,,,,,,
14,10,1,0,16,10,20007,4,1,40,11,20007,4,1,,,,,,,,,,,,,,,
14,11,1,0,25,11,20007,4,1,,,,,,,,,,,,,,,,,,,,
14,12,1,0,21,12,20007,4,1,,,,,,,,,,,,,,,,,,,,
14,13,1,0,26,1,20007,4,1,,,,,,,,,,,,,,,,,,,,
14,14,1,0,17,2,20007,4,1,,,,,,,,,,,,,,,,,,,,
14,15,1,0,6,3,20007,4,1,,,,,,,,,,,,,,,,,,,,
14,16,1,0,11,4,20007,4,1,,,,,,,,,,,,,,,,,,,,
14,17,1,0,23,5,20007,4,1,,,,,,,,,,,,,,,,,,,,
14,18,1,0,18,6,20007,4,1,,,,,,,,,,,,,,,,,,,,
14,19,1,0,12,7,20007,4,1,,,,,,,,,,,,,,,,,,,,
14,20,1,0,7,8,20007,4,1,,,,,,,,,,,,,,,,,,,,
14,21,1,0,19,9,20007,4,1,,,,,,,,,,,,,,,,,,,,
14,22,1,0,24,10,20007,4,1,,,,,,,,,,,,,,,,,,,,
14,23,1,0,8,11,20007,4,1,,,,,,,,,,,,,,,,,,,,
14,24,1,0,13,12,20007,4,1,,,,,,,,,,,,,,,,,,,,
15,1,1,0,1,2,30003,4,1,,,,,,,,,,,,,,,,,,,,
16,1,1,0,3,1,20007,4,1,30,1,20007,4,1,,,,,,,,,,,,,,,
16,2,1,0,3,2,20007,4,1,30,2,20007,4,1,,,,,,,,,,,,,,,
16,3,1,0,3,3,20007,4,1,30,3,20007,4,1,,,,,,,,,,,,,,,
16,4,1,0,3,4,20007,4,1,30,4,20007,4,1,,,,,,,,,,,,,,,
16,5,1,0,3,5,20007,4,1,30,5,20007,4,1,,,,,,,,,,,,,,,
16,6,1,0,3,6,20007,4,1,30,6,20007,4,1,,,,,,,,,,,,,,,
16,7,1,0,3,7,20007,4,1,30,7,20007,4,1,,,,,,,,,,,,,,,
16,8,1,0,3,8,20007,4,1,30,8,20007,4,1,,,,,,,,,,,,,,,
16,9,1,0,3,9,20007,4,1,30,9,20007,4,1,,,,,,,,,,,,,,,
16,10,1,0,3,10,20007,4,1,30,10,20007,4,1,,,,,,,,,,,,,,,
16,11,1,0,3,11,20007,4,1,30,11,20007,4,1,,,,,,,,,,,,,,,
16,12,1,0,3,12,20007,4,1,30,12,20007,4,1,,,,,,,,,,,,,,,
16,13,1,0,9,1,20047,4,1,10,4,20008,4,1,,,,,,,,,,,,,,,
16,14,1,0,8,3,20047,4,1,15,6,20048,4,1,,,,,,,,,,,,,,,
16,15,1,0,7,4,20046,4,1,20,7,20010,4,1,,,,,,,,,,,,,,,
16,16,1,0,16,6,20046,4,1,25,9,20009,4,1,,,,,,,,,,,,,,,
16,17,1,0,12,7,20047,4,1,,,,,,,,,,,,,,,,,,,,
16,18,1,0,18,9,20046,4,1,,,,,,,,,,,,,,,,,,,,
16,19,1,0,14,10,20047,4,1,,,,,,,,,,,,,,,,,,,,
16,20,1,0,11,12,20046,4,1,,,,,,,,,,,,,,,,,,,,
17,1,3,0,1,1,20046,5,1,20,4,20048,5,2,,,,,,,,,,,,,,,
17,2,3,0,2,2,20047,5,1,30,6,20010,5,2,,,,,,,,,,,,,,,
17,3,3,0,3,3,20046,5,1,35,7,20009,5,2,,,,,,,,,,,,,,,
17,4,3,0,4,7,20047,5,1,40,9,20048,5,2,,,,,,,,,,,,,,,
17,5,3,0,5,8,20047,5,1,10,2,20008,5,2,,,,,,,,,,,,,,,
17,6,3,0,6,9,20046,5,1,15,11,20048,5,2,,,,,,,,,,,,,,,
17,7,3,0,7,12,20046,5,1,,,,,,,,,,,,,,,,,,,,
17,8,3,0,8,11,20046,5,1,,,,,,,,,,,,,,,,,,,,
17,9,3,0,9,10,20047,5,1,,,,,,,,,,,,,,,,,,,,
17,10,3,0,10,6,20047,5,1,,,,,,,,,,,,,,,,,,,,
17,11,3,0,11,5,20046,5,1,,,,,,,,,,,,,,,,,,,,
17,12,3,0,12,4,20047,5,1,,,,,,,,,,,,,,,,,,,,
17,13,25,0,1,1,20007,5,1,,,,,,,,,,,,,,,,,,,,
17,14,25,0,2,2,20007,5,1,,,,,,,,,,,,,,,,,,,,
17,15,25,0,3,3,20007,5,1,,,,,,,,,,,,,,,,,,,,
17,16,25,0,4,7,20007,5,1,,,,,,,,,,,,,,,,,,,,
17,17,25,0,5,8,20007,5,1,,,,,,,,,,,,,,,,,,,,
17,18,25,0,6,9,20007,5,1,,,,,,,,,,,,,,,,,,,,
17,19,25,0,7,12,20007,5,1,,,,,,,,,,,,,,,,,,,,
17,20,25,0,8,11,20007,5,1,,,,,,,,,,,,,,,,,,,,
17,21,25,0,9,10,20007,5,1,,,,,,,,,,,,,,,,,,,,
17,22,25,0,10,6,20007,5,1,,,,,,,,,,,,,,,,,,,,
17,23,25,0,11,5,20007,5,1,,,,,,,,,,,,,,,,,,,,
17,24,25,0,12,4,20007,5,1,,,,,,,,,,,,,,,,,,,,
18,1,1,0,3,5,20007,5,2,10,4,20008,5,1,,,,,,,,,,,,,,,
18,2,1,0,5,8,20046,5,2,15,6,20010,5,1,,,,,,,,,,,,,,,
18,3,1,0,7,4,20047,5,2,20,7,20009,5,1,,,,,,,,,,,,,,,
18,4,1,0,4,7,20007,5,2,25,5,20048,5,2,,,,,,,,,,,,,,,
18,5,1,0,6,6,20047,5,2,25,8,20048,5,2,,,,,,,,,,,,,,,
18,6,1,0,8,9,20046,5,2,17,4,20008,5,1,,,,,,,,,,,,,,,
18,7,1,0,10,4,20007,5,2,22,6,20010,5,1,,,,,,,,,,,,,,,
18,8,1,0,22,9,20046,5,2,28,7,20009,5,1,,,,,,,,,,,,,,,
18,9,1,0,26,7,20007,5,2,,,,,,,,,,,,,,,,,,,,
18,10,1,0,16,6,20047,5,2,,,,,,,,,,,,,,,,,,,,
18,11,1,0,24,4,20046,5,1,,,,,,,,,,,,,,,,,,,,
18,12,1,0,12,9,20047,5,2,,,,,,,,,,,,,,,,,,,,
18,13,1,0,16,6,20007,5,2,,,,,,,,,,,,,,,,,,,,
18,14,1,0,20,7,20046,5,1,,,,,,,,,,,,,,,,,,,,
18,15,1,0,14,8,20046,5,1,,,,,,,,,,,,,,,,,,,,
18,16,1,0,18,5,20047,5,1,,,,,,,,,,,,,,,,,,,,
19,1,1,0,18,1,20046,5,1,10,8,20009,5,1,,,,,,,,,,,,,,,
19,2,1,0,6,2,20047,5,1,12,2,20048,5,1,,,,,,,,,,,,,,,
19,3,1,0,28,3,20046,5,1,14,3,20010,5,1,,,,,,,,,,,,,,,
19,4,1,0,20,4,20047,5,1,16,7,20048,5,1,,,,,,,,,,,,,,,
19,5,1,0,8,5,20046,5,1,18,2,20009,5,1,,,,,,,,,,,,,,,
19,6,1,0,30,6,20047,5,1,20,3,20048,5,1,,,,,,,,,,,,,,,
19,7,1,0,40,7,20007,5,1,22,6,20010,5,1,,,,,,,,,,,,,,,
19,8,1,0,44,8,20046,5,1,24,1,20048,5,1,,,,,,,,,,,,,,,
19,9,1,0,10,9,20047,5,1,26,11,20009,5,1,,,,,,,,,,,,,,,
19,10,1,0,32,10,20046,5,1,28,9,20048,5,1,,,,,,,,,,,,,,,
19,11,1,0,50,11,20047,5,1,30,12,20009,5,1,,,,,,,,,,,,,,,
19,12,1,0,42,12,20007,5,1,32,4,20048,5,1,,,,,,,,,,,,,,,
19,13,1,0,52,1,20046,5,1,34,10,20010,5,1,,,,,,,,,,,,,,,
19,14,1,0,34,2,20047,5,1,36,5,20048,5,1,,,,,,,,,,,,,,,
19,15,1,0,12,3,20046,5,1,38,1,20009,5,1,,,,,,,,,,,,,,,
19,16,1,0,22,4,20047,5,1,,,,,,,,,,,,,,,,,,,,
19,17,1,0,46,5,20046,5,1,,,,,,,,,,,,,,,,,,,,
19,18,1,0,36,6,20047,5,1,,,,,,,,,,,,,,,,,,,,
19,19,1,0,24,7,20007,5,1,,,,,,,,,,,,,,,,,,,,
19,20,1,0,14,8,20007,5,1,,,,,,,,,,,,,,,,,,,,
19,21,1,0,38,9,20007,5,1,,,,,,,,,,,,,,,,,,,,
19,22,1,0,48,10,20046,5,1,,,,,,,,,,,,,,,,,,,,
19,23,1,0,16,11,20047,5,1,,,,,,,,,,,,,,,,,,,,
19,24,1,0,26,12,20007,5,1,,,,,,,,,,,,,,,,,,,,
20,1,1,0,14,1,20007,5,3,10,4,20008,5,2,,,,,,,,,,,,,,,
20,2,1,0,4,2,20007,5,3,15,7,20007,5,2,,,,,,,,,,,,,,,
20,3,1,0,7,3,20007,5,3,20,2,20009,5,2,,,,,,,,,,,,,,,
20,4,1,0,10,4,20007,5,2,25,1,20010,5,2,,,,,,,,,,,,,,,
20,5,1,0,21,5,20007,5,2,30,3,20009,5,2,,,,,,,,,,,,,,,
20,6,1,0,23,7,20007,5,2,,,,,,,,,,,,,,,,,,,,
20,7,1,0,25,8,20007,5,2,,,,,,,,,,,,,,,,,,,,
20,8,1,0,9,1,20007,5,2,,,,,,,,,,,,,,,,,,,,
20,9,1,0,19,2,20007,5,2,,,,,,,,,,,,,,,,,,,,
20,10,1,0,11,3,20007,5,2,,,,,,,,,,,,,,,,,,,,
20,11,1,0,15,4,20007,5,2,,,,,,,,,,,,,,,,,,,,
20,12,1,0,13,5,20007,5,1,,,,,,,,,,,,,,,,,,,,
20,13,1,0,27,7,20007,5,2,,,,,,,,,,,,,,,,,,,,
20,14,1,0,17,8,20007,5,1,,,,,,,,,,,,,,,,,,,,
20,15,50,0,1,2,30003,5,1,,,,,,,,,,,,,,,,,,,,
21,1,1,0,3,2,20043,6,2,20,1,20044,6,2,,,,,,,,,,,,,,,
21,2,1,0,5,11,20043,6,2,30,10,20045,6,2,,,,,,,,,,,,,,,
21,3,1,0,7,1,20043,6,2,35,3,20045,6,2,,,,,,,,,,,,,,,
21,4,1,0,4,10,20043,6,2,10,12,20044,6,2,,,,,,,,,,,,,,,
21,5,1,0,6,3,20043,6,2,12,11,20044,6,2,,,,,,,,,,,,,,,
21,6,1,0,8,10,20043,6,2,,,,,,,,,,,,,,,,,,,,
21,7,1,0,10,1,20043,6,2,,,,,,,,,,,,,,,,,,,,
21,8,1,0,22,12,20043,6,2,,,,,,,,,,,,,,,,,,,,
21,9,1,0,26,3,20043,6,2,,,,,,,,,,,,,,,,,,,,
21,10,1,0,16,12,20043,6,2,,,,,,,,,,,,,,,,,,,,
21,11,1,0,24,1,20043,6,2,,,,,,,,,,,,,,,,,,,,
21,12,1,0,12,12,20043,6,2,,,,,,,,,,,,,,,,,,,,
21,13,1,0,16,10,20043,6,2,,,,,,,,,,,,,,,,,,,,
21,14,1,0,20,3,20043,6,2,,,,,,,,,,,,,,,,,,,,
21,15,1,0,14,11,20043,6,2,,,,,,,,,,,,,,,,,,,,
21,16,1,0,18,2,20043,6,2,,,,,,,,,,,,,,,,,,,,
22,1,1,0,3,1,20043,6,2,30,1,20044,6,1,,,,,,,,,,,,,,,
22,2,1,0,3,2,20043,6,2,30,2,20045,6,1,,,,,,,,,,,,,,,
22,3,1,0,3,3,20043,6,2,30,3,20044,6,1,,,,,,,,,,,,,,,
22,4,1,0,3,4,20043,6,2,30,4,20045,6,1,,,,,,,,,,,,,,,
22,5,1,0,3,5,20043,6,2,30,5,20044,6,1,,,,,,,,,,,,,,,
22,6,1,0,3,6,20043,6,2,30,6,20045,6,1,,,,,,,,,,,,,,,
22,7,1,0,3,7,20043,6,1,30,7,20044,6,1,,,,,,,,,,,,,,,
22,8,1,0,3,8,20043,6,1,30,8,20045,6,1,,,,,,,,,,,,,,,
22,9,1,0,3,9,20043,6,1,30,9,20044,6,1,,,,,,,,,,,,,,,
22,10,1,0,3,10,20043,6,1,30,10,20045,6,1,,,,,,,,,,,,,,,
22,11,1,0,3,11,20043,6,1,30,11,20044,6,1,,,,,,,,,,,,,,,
22,12,1,0,3,12,20043,6,1,30,12,20045,6,1,,,,,,,,,,,,,,,
22,13,1,0,9,1,20043,6,1,10,4,20044,6,1,,,,,,,,,,,,,,,
22,14,1,0,8,3,20043,6,1,15,6,20045,6,1,,,,,,,,,,,,,,,
22,15,1,0,7,4,20043,6,1,20,7,20044,6,1,,,,,,,,,,,,,,,
22,16,1,0,16,6,20043,6,1,25,9,20045,6,1,,,,,,,,,,,,,,,
22,17,1,0,12,7,20043,6,1,,,,,,,,,,,,,,,,,,,,
22,18,1,0,18,9,20043,6,1,,,,,,,,,,,,,,,,,,,,
22,19,1,0,14,10,20043,6,1,,,,,,,,,,,,,,,,,,,,
22,20,1,0,11,12,20043,6,1,,,,,,,,,,,,,,,,,,,,
23,1,1,0,9,1,20043,6,2,16,7,20044,6,2,,,,,,,,,,,,,,,
23,2,1,0,3,2,20043,6,2,14,4,20045,6,2,,,,,,,,,,,,,,,
23,3,1,0,14,3,20043,6,2,18,6,20044,6,2,,,,,,,,,,,,,,,
23,4,1,0,10,4,20043,6,2,24,9,20045,6,2,,,,,,,,,,,,,,,
23,5,1,0,4,5,20043,6,2,10,10,20044,6,2,,,,,,,,,,,,,,,
23,6,1,0,15,6,20043,6,2,19,3,20045,6,2,,,,,,,,,,,,,,,
23,7,1,0,20,7,20043,6,2,20,4,20044,6,2,,,,,,,,,,,,,,,
23,8,1,0,22,8,20043,6,2,30,6,20045,6,2,,,,,,,,,,,,,,,
23,9,1,0,5,9,20043,6,2,35,7,20044,6,2,,,,,,,,,,,,,,,
23,10,1,0,16,10,20043,6,2,40,11,20045,6,2,,,,,,,,,,,,,,,
23,11,1,0,25,11,20043,6,2,,,,,,,,,,,,,,,,,,,,
23,12,1,0,21,12,20043,6,2,,,,,,,,,,,,,,,,,,,,
24,1,1,0,14,1,20043,6,2,10,4,20044,6,2,,,,,,,,,,,,,,,
24,2,1,0,4,2,20043,6,2,15,7,20045,6,2,,,,,,,,,,,,,,,
24,3,1,0,7,3,20043,6,2,20,2,20044,6,2,,,,,,,,,,,,,,,
24,4,1,0,10,4,20043,6,2,25,1,20045,6,2,,,,,,,,,,,,,,,
24,5,1,0,21,5,20043,6,2,30,3,20044,6,2,,,,,,,,,,,,,,,
24,6,1,0,23,7,20043,6,2,,,,,,,,,,,,,,,,,,,,
24,7,1,0,25,8,20043,6,3,,,,,,,,,,,,,,,,,,,,
24,8,1,0,9,1,20043,6,3,,,,,,,,,,,,,,,,,,,,
24,9,1,0,19,2,20043,6,3,,,,,,,,,,,,,,,,,,,,
24,10,1,0,11,3,20043,6,3,,,,,,,,,,,,,,,,,,,,
24,11,1,0,15,4,20043,6,2,,,,,,,,,,,,,,,,,,,,
24,12,1,0,13,5,20043,6,2,,,,,,,,,,,,,,,,,,,,
24,13,1,0,27,7,20043,6,2,,,,,,,,,,,,,,,,,,,,
24,14,1,0,17,8,20043,6,2,,,,,,,,,,,,,,,,,,,,
25,1,1,0,1,2,30003,7,1,,,,,,,,,,,,,,,,,,,,
26,1,1,0,3,5,20049,7,2,10,4,20044,7,2,,,,,,,,,,,,,,,
26,2,1,0,5,8,20049,7,2,15,6,20045,7,2,,,,,,,,,,,,,,,
26,3,1,0,7,4,20043,7,2,20,7,20044,7,1,,,,,,,,,,,,,,,
26,4,1,0,4,7,20043,7,2,25,5,20045,7,1,,,,,,,,,,,,,,,
26,5,1,0,6,6,20049,7,2,25,8,20044,7,1,,,,,,,,,,,,,,,
26,6,1,0,8,9,20043,7,2,17,4,20045,7,2,,,,,,,,,,,,,,,
26,7,1,0,10,4,20049,7,2,22,6,20050,7,1,,,,,,,,,,,,,,,
26,8,1,0,22,9,20043,7,2,28,7,20051,7,1,,,,,,,,,,,,,,,
26,9,1,0,26,7,20043,7,2,,,,,,,,,,,,,,,,,,,,
26,10,1,0,16,6,20049,7,2,,,,,,,,,,,,,,,,,,,,
26,11,1,0,24,4,20043,7,2,,,,,,,,,,,,,,,,,,,,
26,12,1,0,12,9,20043,7,2,,,,,,,,,,,,,,,,,,,,
26,13,1,0,16,6,20049,7,2,,,,,,,,,,,,,,,,,,,,
26,14,1,0,20,7,20049,7,2,,,,,,,,,,,,,,,,,,,,
26,15,1,0,14,8,20043,7,2,,,,,,,,,,,,,,,,,,,,
26,16,1,0,18,5,20043,7,2,,,,,,,,,,,,,,,,,,,,
27,1,1,0,18,1,20043,7,2,10,8,20050,7,1,,,,,,,,,,,,,,,
27,2,1,0,6,2,20043,7,2,12,2,20051,7,1,,,,,,,,,,,,,,,
